RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page
2692,Jaety MandaquitSAC,G,19,17.4,2.7,1.0,2.7,37.3,0.5,1.4,33.3,0.3,0.4,62.5,1.7,0.9,1.3,0.1,0.5,54
2698,Ja'nya PolkPV,C,15,16.7,2.7,1.1,2.0,56.7,0.0,0.1,0.0,0.5,0.7,70.0,3.1,0.1,0.5,1.2,0.5,54
2698,Rylan BuschellCMU,G,15,19.8,2.7,1.0,2.9,34.9,0.1,1.0,13.3,0.6,1.3,47.4,1.5,1.7,0.6,0.0,1.9,54
2700,Destiny MachariaPFW,G,22,9.0,2.7,1.0,3.5,26.9,0.7,2.3,32.0,0.1,0.3,33.3,1.3,0.6,0.2,0.0,1.0,54
2700,Elaina RagerWRST,G,22,8.8,2.7,0.9,2.8,32.8,0.5,1.7,31.6,0.4,0.4,100.0,1.2,0.2,0.4,0.1,0.4,55
2702,Kamryn GriffinCARK,F,18,7.8,2.7,1.2,2.7,44.9,0.2,0.8,21.4,0.1,0.2,50.0,1.5,0.3,0.6,0.0,0.4,55
2703,Madison HuhnRGV,G,21,19.0,2.7,1.0,2.5,37.7,0.8,2.1,37.8,0.0,0.0,0.0,1.9,0.6,0.2,0.0,0.5,55
2703,Gift EzekielFLA,C,21,7.3,2.7,1.0,1.7,61.1,0.0,0.0,0.0,0.6,0.9,68.4,2.1,0.2,0.1,0.1,1.0,55
2705,Angelica VelezSYR,G,17,12.7,2.7,1.0,3.5,28.8,0.2,0.6,30.0,0.5,0.8,64.3,1.2,2.4,0.8,0.0,1.1,55
2706,Eva BradshawSTET,G,20,19.7,2.7,1.0,3.0,32.2,0.7,2.2,30.2,0.2,0.3,50.0,1.5,0.5,0.7,0.1,0.7,55
2706,Julia HallIUIN,F,20,13.3,2.7,0.9,2.9,29.3,0.0,0.7,0.0,1.0,1.8,55.6,2.0,0.5,0.6,0.1,0.9,55
2706,Georgi BuzzettiUNF,F,20,18.1,2.7,1.1,3.0,36.7,0.2,0.9,17.6,0.4,0.7,53.8,3.5,0.8,0.6,0.8,1.1,55
2709,Jasmine TimmersonDAV,G,23,12.5,2.7,1.0,2.3,45.3,0.5,1.5,32.4,0.1,0.2,75.0,1.4,1.2,0.7,0.1,1.1,55
2710,Ta'Viyanna HabibURI,G,19,12.0,2.7,0.9,3.1,30.5,0.5,2.1,23.1,0.3,0.5,66.7,1.6,0.1,0.3,0.0,0.1,55
2710,Teagan ColvinUNLV,G,19,15.8,2.7,0.8,2.2,39.0,0.2,0.7,28.6,0.8,1.3,62.5,2.6,2.0,0.5,0.1,1.5,55
2710,Kendal BrueggenMOST,G,19,10.9,2.7,1.1,2.6,40.0,0.3,1.2,26.1,0.3,0.4,71.4,1.6,0.4,0.5,0.1,0.9,55
2710,Camille WileyLIU,G,19,13.1,2.7,0.7,1.8,38.2,0.1,0.4,25.0,1.2,1.6,76.7,1.4,0.8,0.4,0.1,1.4,55
2710,Remi-Hope DrantmannMER,F,19,11.5,2.7,1.1,2.8,37.0,0.0,0.0,0.0,0.6,1.2,47.8,3.9,0.4,0.2,0.7,0.8,55
2715,Lexi BlueUK,G,22,12.3,2.7,0.9,2.8,32.8,0.7,2.3,32.0,0.1,0.4,37.5,1.2,0.5,0.1,0.0,0.4,55
2716,Laila McLeodDEN,F,18,13.2,2.7,0.9,3.3,28.3,0.5,1.9,25.7,0.3,0.5,55.6,2.3,0.7,0.3,0.1,1.1,55
2716,Janae WalkerRUTG,F,21,16.6,2.7,1.1,2.7,41.1,0.0,0.0,0.0,0.5,1.3,37.0,3.4,0.4,0.1,0.3,1.5,55
2716,Niyah GastonNORF,G,18,9.1,2.7,0.8,3.0,27.8,0.7,2.5,28.9,0.3,0.3,83.3,0.9,0.1,0.2,0.0,0.3,55
2716,Maddy NewmanTNTC,F,15,8.9,2.7,0.9,2.3,41.2,0.1,0.1,50.0,0.7,1.1,68.8,2.5,0.1,0.2,0.0,0.7,55
2716,Gerda RaulusaityteUSC,F,21,15.6,2.7,1.0,2.2,43.5,0.0,0.0,0.0,0.8,1.2,64.0,3.2,0.8,0.2,0.2,0.9,55
2716,Jordanna SchreckerSHU,G,21,11.0,2.7,0.9,2.6,33.3,0.4,1.5,29.0,0.5,0.6,91.7,1.0,0.4,0.1,0.0,1.0,55
2716,Kayla GreyvensteynAMER,G,15,12.2,2.7,1.1,2.7,40.0,0.5,1.9,27.6,0.0,0.1,0.0,1.3,0.7,0.5,0.0,0.3,55
2723,Aarionna RedmanMRSH,F,23,11.6,2.7,0.9,2.8,31.3,0.4,1.7,23.1,0.5,0.7,80.0,1.0,1.0,0.9,0.3,1.3,55
2724,Ella HobbsOSU,F,20,8.0,2.7,1.1,2.0,52.5,0.4,0.7,53.8,0.2,0.3,80.0,2.5,0.5,0.2,0.2,0.3,55
2724,Candela Sabater SánchezUMES,F,20,11.9,2.7,1.0,2.6,36.5,0.5,1.5,30.0,0.3,0.7,46.2,2.1,0.4,0.2,0.1,1.2,55
2724,Kelis FisherCONN,G,20,5.7,2.7,1.0,2.4,42.6,0.0,0.4,0.0,0.7,0.8,81.3,0.6,0.7,0.3,0.1,0.6,55
2724,Vanessa WimberlyAAMU,G,20,21.9,2.7,0.6,2.8,21.4,0.3,1.3,23.1,1.2,1.6,71.9,2.0,2.1,1.2,0.0,1.7,55
2728,Hallie MajorosKC,G,17,8.1,2.6,0.9,3.4,28.1,0.6,2.8,22.9,0.1,0.1,100.0,0.4,0.1,0.2,0.1,0.3,55
2728,Maria Sanchez PitarchNE,G,17,11.9,2.6,1.2,3.0,39.2,0.2,0.6,30.0,0.1,0.2,66.7,0.6,0.9,0.5,0.1,1.0,55
2730,Dorka KastlYALE,F,14,24.3,2.6,1.1,3.5,30.6,0.1,1.2,11.8,0.4,0.7,50.0,4.9,2.3,1.1,2.4,1.6,55
2731,Macy BrownMICH,G,19,12.7,2.6,0.7,2.3,31.8,0.5,1.5,31.0,0.7,1.1,65.0,1.5,1.3,0.6,0.2,0.8,55
2731,Maraja PassELON,G,19,20.6,2.6,0.9,3.0,31.6,0.2,1.0,15.8,0.6,0.9,61.1,2.5,3.0,1.4,0.0,1.7,55
2731,Olivia MalafuSUU,F,19,7.2,2.6,1.2,2.1,55.0,0.0,0.0,0.0,0.3,0.6,54.5,1.7,0.6,0.2,0.4,0.4,55
2731,Hannah CoonsORU,F,19,8.0,2.6,0.8,2.2,39.0,0.4,1.1,40.0,0.5,1.0,52.6,1.3,0.4,0.2,0.0,0.5,55
2731,Laia CrespínVCU,G,19,18.4,2.6,0.7,2.6,26.0,0.5,1.5,35.7,0.7,0.8,87.5,1.8,1.9,0.6,0.0,1.3,55
2736,Jordan BillingCP,G,16,14.1,2.6,0.9,3.2,29.4,0.4,2.1,17.6,0.4,0.6,60.0,1.3,0.6,0.9,0.0,1.0,55
2736,Kyleigh OrtizWICH,G,16,12.1,2.6,0.9,3.0,29.2,0.8,2.7,27.9,0.1,0.1,100.0,0.6,0.6,0.4,0.0,0.5,55
2736,Tyriana BerryFUR,F,16,8.4,2.6,1.2,2.5,47.5,0.0,0.0,0.0,0.3,0.8,30.8,2.9,0.1,0.5,0.4,0.8,55
2739,Myah HazeltonRICE,C,21,8.7,2.6,1.1,2.3,46.9,0.0,0.0,0.0,0.4,1.0,42.9,1.3,0.1,0.3,0.4,0.4,55
2739,Anna PrzyszlakLAS,F,21,21.3,2.6,1.1,3.8,30.4,0.3,1.5,19.4,0.0,0.5,10.0,3.3,0.7,0.5,0.3,1.2,55
2739,Jada CookMUR,G,21,17.0,2.6,0.9,2.6,34.5,0.5,1.7,28.6,0.3,0.7,46.7,2.1,1.0,0.6,0.2,1.0,55
2739,Avery WagnerPFW,F,21,8.6,2.6,1.0,2.2,43.5,0.3,0.9,36.8,0.4,0.7,57.1,2.0,0.5,0.2,1.0,0.7,55
2739,Nakiyah AllenODU,F,21,7.3,2.6,1.0,2.2,44.7,0.0,0.0,0.0,0.6,1.3,46.4,1.9,0.2,0.3,0.0,0.6,55
2744,Dasia TurnerNWST,F,18,7.4,2.6,1.1,2.7,41.7,0.0,0.1,0.0,0.4,0.9,41.2,1.8,0.4,0.3,0.4,0.9,55
2744,Bryana BlockSHSU,G,18,7.1,2.6,0.8,2.8,29.4,0.6,1.6,37.9,0.3,0.4,75.0,0.9,0.6,0.4,0.0,1.1,55
2744,Isla AireyLT,F,18,6.3,2.6,1.1,1.7,63.3,0.0,0.0,0.0,0.5,0.8,64.3,1.6,0.5,0.3,0.6,0.8,55
2744,Mickelle LowryCOPP,G,18,9.2,2.6,0.8,3.3,25.0,0.6,2.2,27.5,0.3,0.3,100.0,1.2,0.2,0.3,0.1,0.4,55
2744,Dylan MogelSEA,G,18,23.1,2.6,1.1,2.7,39.6,0.1,0.2,33.3,0.4,0.6,80.0,2.1,2.3,0.9,0.3,2.1,55
2749,Valerie Cassidy-De FalcoMILW,G,23,15.0,2.6,1.0,2.3,40.7,0.0,0.4,10.0,0.7,1.1,60.0,1.5,1.0,0.7,0.0,2.2,55
2750,Bobbi SmithECU,G,20,12.8,2.6,0.8,2.0,41.0,0.1,0.2,25.0,1.0,1.3,76.0,1.3,0.9,0.8,0.2,0.7,55
2750,Shun'teria AnumeleHOU,G,20,9.8,2.6,0.7,2.7,26.4,0.2,0.9,22.2,1.0,1.4,71.4,1.4,0.7,0.2,0.0,0.6,56
2750,Grace HarrisUIC,G,15,14.9,2.6,0.9,2.7,34.1,0.7,2.2,30.3,0.1,0.1,50.0,1.5,0.5,0.5,0.0,0.6,56
2750,Taliah CornishCLT,G,20,9.7,2.6,1.1,3.2,32.8,0.5,1.7,27.3,0.1,0.2,25.0,0.9,1.3,0.4,0.1,1.3,56
2750,Nari PowersGAST,F,20,12.1,2.6,0.8,2.9,25.9,0.2,1.3,15.4,0.9,1.5,62.1,1.9,0.1,0.5,0.1,0.9,56
2750,Zoey RixterSEMO,G,20,17.2,2.6,1.1,2.4,43.8,0.1,0.4,28.6,0.4,1.0,40.0,3.8,0.7,0.8,0.2,0.8,56
2750,Riley GrohmanACU,G,20,11.9,2.6,1.1,3.1,33.9,0.5,1.9,23.7,0.1,0.1,100.0,1.2,0.7,0.6,0.1,0.7,56
2757,Mary Ashley StevensonSTAN,F,22,13.6,2.6,0.8,1.5,52.9,0.0,0.3,14.3,0.9,1.0,90.9,2.9,0.8,0.1,0.2,1.1,56
2757,Bella ToomeyFDU,F,22,15.4,2.6,1.0,2.4,43.4,0.0,0.2,0.0,0.5,0.8,64.7,2.8,1.2,0.5,0.4,0.6,56
2759,Irune OrioPEPP,F,17,11.1,2.6,0.9,2.8,31.9,0.1,1.2,9.5,0.7,0.8,92.3,2.1,0.9,0.1,0.1,0.8,56
2760,Adlee BlacklockTTU,G,19,8.5,2.6,0.8,2.0,39.5,0.6,1.4,40.7,0.4,0.6,72.7,1.2,0.4,0.2,0.1,0.3,56
2760,Jailynn ClaytonUMES,G,19,19.8,2.6,0.8,3.5,22.4,0.2,1.4,15.4,0.8,1.2,68.2,1.5,0.9,0.5,0.3,1.6,56
2762,Sania CopelandKU,G,21,15.0,2.6,0.6,1.5,40.6,0.2,0.7,28.6,1.1,1.7,68.6,0.7,1.0,0.9,0.1,0.9,56
2762,Jenesis HillNORF,G,21,14.7,2.6,1.0,3.4,31.0,0.2,1.2,15.4,0.3,0.7,42.9,2.2,0.2,1.1,0.0,1.0,56
2762,Kennadi WilliamsNEB,G,21,14.1,2.6,0.9,2.4,38.0,0.3,1.4,24.1,0.4,0.7,64.3,0.8,2.3,0.5,0.0,0.6,56
2762,Marta AlsinaWSU,G,21,17.5,2.6,1.0,3.0,31.7,0.3,1.5,18.8,0.4,0.7,57.1,2.5,1.4,0.9,0.2,1.5,56
2762,Rayne WrightRICH,G,21,11.6,2.6,1.0,2.4,43.1,0.1,1.0,10.0,0.4,0.6,66.7,1.2,0.8,0.5,0.1,0.8,56
2767,Ella Van WeeldenCLE,F,23,12.0,2.6,0.9,2.7,33.9,0.6,2.1,29.2,0.1,0.3,50.0,2.0,0.5,0.4,0.1,0.7,56
2767,Lilly AmorUSD,G,23,20.5,2.6,1.0,3.2,30.1,0.7,2.5,25.9,0.0,0.1,0.0,0.7,0.9,0.7,0.1,0.8,56
2769,Courtney DavisCHSO,G,16,12.4,2.6,0.9,1.9,50.0,0.3,0.8,41.7,0.4,0.8,46.2,1.2,0.9,0.3,0.0,1.1,56
2769,Taelor CoxfordLR,F,16,12.3,2.6,1.1,3.1,34.7,0.0,0.2,0.0,0.4,0.8,53.8,1.8,0.4,0.1,0.1,0.6,56
2771,Brooklyn AlexanderMEM,G,18,9.0,2.6,0.9,2.8,32.0,0.4,1.6,24.1,0.4,0.4,87.5,2.3,0.3,0.4,0.2,0.6,56
2771,Molly LadwigARIZ,G,18,9.9,2.6,0.9,2.4,39.5,0.3,1.1,26.3,0.4,0.6,70.0,1.1,0.7,0.5,0.1,0.3,56
2771,Amani WilliamsPRES,F,18,14.0,2.6,1.0,2.7,36.7,0.0,0.0,0.0,0.6,1.3,43.5,2.9,0.2,0.8,0.2,1.5,56
2771,Falon BedkeUTC,F,18,18.2,2.6,0.9,3.1,30.9,0.0,0.0,0.0,0.7,0.9,75.0,2.8,0.6,0.9,0.2,1.6,56
2775,Kayla MartinGWEB,G,20,21.8,2.6,1.2,3.1,39.3,0.0,0.1,0.0,0.2,0.4,37.5,4.4,1.2,2.1,0.5,2.4,56
2775,Jaida CameronUMES,G,20,9.0,2.6,0.8,2.6,29.4,0.4,1.5,27.6,0.7,1.2,54.2,1.1,0.3,0.5,0.1,0.6,56
2777,Amy KurkowskiSMC,G,22,11.9,2.5,0.8,2.0,38.6,0.4,1.3,28.6,0.6,0.7,93.3,1.6,0.7,0.5,0.2,0.7,56
2777,Deborah DavenportASU,G,22,13.2,2.5,1.1,2.2,52.1,0.0,0.1,33.3,0.2,0.5,41.7,3.1,0.4,0.8,0.4,0.9,56
2779,Marta GuileraNMSU,F,15,8.0,2.5,1.0,2.3,44.1,0.0,0.0,0.0,0.5,0.9,61.5,1.1,0.7,0.2,0.1,0.7,56
2779,Nicki PolocheckUCSD,G,15,8.1,2.5,0.9,2.1,41.9,0.3,1.1,25.0,0.5,0.7,80.0,2.5,0.1,0.3,0.0,0.5,56
2779,Sharon SmithUNO,G,15,7.2,2.5,0.9,2.1,43.8,0.5,1.1,43.8,0.2,0.6,33.3,1.1,0.5,0.4,0.0,0.9,56
2782,Kiya DorrohHAMP,F,17,11.9,2.5,1.1,2.1,50.0,0.0,0.1,0.0,0.4,0.6,70.0,1.9,0.6,0.4,0.1,0.4,56
2782,Miriley SimonNDSU,F,17,6.2,2.5,1.0,2.1,48.6,0.2,0.4,57.1,0.3,0.4,71.4,2.4,0.5,0.2,0.2,0.6,56
2782,Ella KreuzerBUCK,G,17,16.6,2.5,0.6,2.7,23.9,0.4,1.6,22.2,0.9,1.2,71.4,0.9,0.9,0.8,0.1,0.9,56
2785,Maria KonstantinidouSDSU,F,19,13.0,2.5,1.2,3.1,37.3,0.0,0.6,0.0,0.2,0.5,44.4,3.2,0.5,0.2,0.5,0.9,56
2785,Pinja PaananenSAC,F,19,9.7,2.5,0.9,2.2,42.9,0.5,1.3,40.0,0.1,0.1,100.0,1.3,0.4,0.2,0.2,0.6,56
2785,Nicora PatrickCCSU,G,19,9.6,2.5,0.7,2.5,29.8,0.1,0.7,14.3,0.9,1.1,90.0,1.7,0.1,0.3,0.0,0.6,56
2788,Dayana MendesUSC,F,21,13.6,2.5,1.0,2.8,33.9,0.3,1.4,24.1,0.3,0.6,50.0,2.9,1.0,0.3,0.3,1.1,56
2789,Jasaiyah WallaceSLU,F,23,11.0,2.5,1.1,2.0,55.6,0.0,0.0,0.0,0.3,0.5,72.7,2.9,0.3,0.6,0.4,0.5,56
2790,Emily HowardBOIS,C,16,6.9,2.5,1.1,2.8,40.0,0.0,0.0,0.0,0.3,0.3,80.0,1.4,0.3,0.1,0.3,0.9,56
2790,Gabby RobinsonSBU,F,22,16.6,2.5,1.1,2.7,40.7,0.0,0.0,0.0,0.3,0.6,50.0,2.6,0.3,0.6,0.5,1.3,56
2790,Rose NelsonBRY,F,20,17.3,2.5,1.2,2.2,52.3,0.0,0.0,0.0,0.2,1.0,21.1,3.2,1.4,0.5,0.5,1.6,56
2790,Frode Flos van der SchansUTC,F,18,15.4,2.5,0.9,2.3,40.5,0.1,0.7,16.7,0.5,0.6,81.8,3.3,0.6,0.4,0.3,1.0,56
2790,Macy DonarskiMONT,G,20,26.6,2.5,0.9,2.9,31.6,0.4,0.9,44.4,0.3,0.6,54.5,2.4,1.5,1.1,0.2,1.1,56
2790,Rosie ScognamiglioLAF,G,20,17.1,2.5,0.9,3.0,30.0,0.6,2.2,27.9,0.1,0.1,100.0,1.8,0.8,0.8,0.0,0.8,56
2790,Ella WedinSMC,G,20,10.2,2.5,0.9,2.8,30.4,0.8,2.6,31.4,0.0,0.0,0.0,0.9,0.4,0.4,0.0,0.4,56
2790,Lana BeslicWYO,G,20,20.9,2.5,1.0,3.7,26.0,0.2,1.3,11.5,0.5,1.0,47.4,3.3,2.4,0.7,0.2,1.9,56
2790,Giselle EkeSFPA,F,16,13.9,2.5,0.9,3.2,29.4,0.0,0.1,0.0,0.6,0.8,76.9,3.0,1.0,0.3,0.6,1.9,56
2790,Maris ZurlieneLIP,G,18,16.3,2.5,0.9,3.0,29.6,0.3,1.5,18.5,0.4,0.5,88.9,2.8,0.7,0.9,0.2,1.0,56
2790,Jarahle DanielsLR,G,18,8.3,2.5,0.8,2.2,35.0,0.1,0.8,14.3,0.8,0.8,100.0,1.2,1.0,0.8,0.1,0.6,56
2790,Hannah WilliamsNAU,F,22,9.8,2.5,1.2,2.6,45.6,0.0,0.0,0.0,0.1,0.6,23.1,2.4,0.5,0.5,0.1,0.9,57
2802,Charlece OhiaeriSMC,G,23,11.3,2.5,1.1,3.3,32.9,0.1,1.0,8.3,0.2,0.4,50.0,2.0,0.3,0.6,0.1,0.7,57
2802,Avril SmithOMA,F,23,27.6,2.5,1.0,2.9,33.3,0.1,0.1,100.0,0.5,1.2,39.3,11.0,2.0,1.2,2.3,2.1,57
2804,Ramiyah ByrdCIN,F,19,14.1,2.5,1.1,2.4,43.5,0.0,0.1,0.0,0.4,0.8,43.8,4.5,0.9,0.8,0.5,1.1,57
2805,Bianca JuzzoKENT,F,17,13.4,2.5,0.9,2.5,38.1,0.2,0.6,27.3,0.4,0.5,87.5,1.9,0.9,0.2,0.2,1.1,57
2805,Ashna TambePENN,G,17,9.1,2.5,1.1,3.1,34.6,0.2,1.4,13.0,0.2,0.2,75.0,1.4,0.8,0.2,0.1,0.4,57
2805,Leyah HoustonALCN,F,17,10.0,2.5,0.8,2.2,34.2,0.0,0.0,0.0,0.9,1.7,55.2,1.1,0.7,0.5,0.1,0.8,57
2805,Amiya MosesLAS,F,17,11.9,2.5,1.2,2.8,42.6,0.1,0.5,11.1,0.1,0.2,25.0,2.4,0.4,0.3,1.1,0.8,57
2809,Kalyn ErvinAAMU,G,15,8.6,2.5,0.8,1.6,50.0,0.3,0.7,45.5,0.5,0.7,80.0,1.0,0.4,0.9,0.1,0.8,57
2809,Samira KhalilELON,G,15,8.5,2.5,0.9,2.5,34.2,0.6,2.1,28.1,0.1,0.1,100.0,0.5,0.5,0.3,0.0,0.5,57
2809,Mya PauldoTENN,G,15,9.5,2.5,1.0,2.6,38.5,0.5,1.5,30.4,0.0,0.1,0.0,1.6,0.8,0.3,0.0,0.4,57
2812,Aicha NdourUGA,C,20,9.2,2.5,1.2,2.3,50.0,0.0,0.0,0.0,0.2,0.5,30.0,2.0,0.4,0.1,1.0,1.0,57
2812,Maria DoresteWAG,G,20,16.8,2.5,0.9,3.6,23.9,0.3,2.2,13.6,0.5,0.8,56.3,1.8,1.9,1.4,0.2,1.6,57
2812,Justis OdomDEP,F,20,8.8,2.5,0.9,2.5,36.0,0.0,0.0,0.0,0.7,0.8,86.7,1.2,0.6,0.5,0.3,0.7,57
2812,Kailey KaletL-MD,G,20,22.9,2.5,0.9,3.1,27.9,0.4,1.6,25.8,0.4,0.5,70.0,1.2,1.0,0.6,0.1,1.6,57
2812,Alyssa BartlettSDAK,G,20,9.7,2.5,0.8,2.3,35.6,0.2,0.9,22.2,0.7,1.0,65.0,2.0,1.2,0.5,0.2,0.8,57
2812,Sumayah McIntoshAAMU,G,20,15.0,2.5,1.0,3.5,28.6,0.1,1.0,10.5,0.4,0.7,50.0,1.5,0.4,0.9,0.2,1.5,57
2818,Dalayja Hurt-FloydALCN,G,18,17.2,2.4,1.0,3.3,30.5,0.2,1.4,12.0,0.3,0.6,45.5,1.9,1.1,1.6,0.0,1.5,57
2819,Célia RivièreWVU,F,21,11.3,2.4,1.0,2.2,46.8,0.0,0.1,0.0,0.3,0.6,58.3,2.3,1.5,0.6,0.0,0.8,57
2819,Vitoria SantanaPSU,G,21,12.2,2.4,0.8,2.3,33.3,0.6,1.5,38.7,0.3,0.5,70.0,1.2,0.8,0.4,0.0,1.3,57
2821,Lourdes Da Silva CostaALA,F,17,7.9,2.4,0.9,2.7,32.6,0.1,0.5,22.2,0.5,0.7,75.0,2.2,0.6,0.4,0.1,1.4,57
2821,Clementina OdomUNCA,F,17,10.1,2.4,0.9,2.3,38.5,0.0,0.0,0.0,0.6,1.4,45.8,1.4,0.1,0.3,0.4,1.7,57
2821,Lidia Belmonte HurtadoLR,F,17,10.5,2.4,0.9,2.1,45.7,0.4,0.7,50.0,0.2,0.4,50.0,1.2,0.4,0.2,0.1,0.5,57
2824,Jazmyn StoneACU,G,20,10.4,2.4,0.8,2.5,30.0,0.2,1.1,14.3,0.8,1.2,62.5,1.0,1.5,0.5,0.1,1.7,57
2824,Marissa HargraveAF,G,20,18.0,2.4,1.0,4.7,21.3,0.1,1.5,6.9,0.3,0.5,60.0,3.6,1.2,0.8,0.1,1.6,57
2824,Camariyana TavaresINST,F,15,8.5,2.4,0.9,2.3,40.0,0.0,0.0,0.0,0.5,1.0,53.3,2.2,0.1,0.0,0.4,0.7,57
2824,Justice ZimmermanWCU,F,20,14.5,2.4,0.9,2.5,36.7,0.0,0.2,0.0,0.6,1.0,60.0,3.0,0.3,0.3,0.1,1.3,57
2828,Jemma AmooreIUIN,G,18,9.6,2.4,0.7,1.9,37.1,0.2,0.9,17.6,0.8,1.2,63.6,0.9,0.5,0.4,0.0,1.1,57
2828,Kelsey LangstonCOR,G,18,33.9,2.4,0.8,2.6,30.4,0.4,1.6,28.6,0.4,0.4,87.5,2.7,2.8,1.1,0.0,2.4,57
2828,Merceius MiliUTU,G,18,11.7,2.4,0.8,2.5,33.3,0.3,1.3,20.8,0.4,0.6,72.7,1.5,0.3,0.2,0.4,0.9,57
2831,Caia LovingGW,F,21,8.9,2.4,1.0,1.4,75.9,0.0,0.0,0.0,0.3,0.8,37.5,2.7,0.1,0.0,0.2,0.7,57
2831,Meredith TippnerMIA,G,21,10.1,2.4,0.9,2.1,40.0,0.2,0.5,36.4,0.5,0.7,66.7,1.2,0.7,0.7,0.0,0.9,57
2831,Carolina WilliamsUNH,G,21,19.0,2.4,0.7,2.7,24.6,0.3,1.2,23.1,0.8,1.0,76.2,1.5,1.2,0.6,0.0,1.2,57
2834,Kaniya BoydTENN,G,16,12.4,2.4,0.9,2.1,42.4,0.4,1.2,31.6,0.3,0.4,66.7,1.3,0.8,0.8,0.1,0.6,57
2835,Jade PeacockHAW,G,19,14.0,2.4,1.0,3.3,30.6,0.3,1.7,18.2,0.1,0.2,25.0,2.3,0.9,0.3,0.5,0.9,57
2836,KN'isha GodfreyFLA,G,22,12.4,2.4,1.0,2.5,38.2,0.1,1.0,13.6,0.3,0.6,50.0,2.3,0.5,0.9,0.1,0.5,57
2836,Lola DonezCAL,G,22,17.4,2.4,0.7,1.9,35.7,0.6,1.7,35.1,0.4,0.6,69.2,0.6,0.9,0.9,0.2,0.9,57
2838,Braeden GunlockBYU,F,17,11.1,2.4,0.6,1.8,33.3,0.5,1.1,42.1,0.7,0.9,75.0,1.5,0.4,0.4,0.1,0.6,57
2838,Taylor CrawfordMVSU,G,17,13.1,2.4,0.9,3.0,31.4,0.0,0.2,0.0,0.5,0.6,72.7,1.3,0.4,0.7,0.0,1.4,57
2840,Marissa GasawayULM,F,20,10.5,2.4,0.7,2.5,28.0,0.1,0.4,25.0,0.9,1.3,68.0,2.8,0.5,0.4,0.2,1.2,57
2840,Laura WilliamsUSC,F,20,10.5,2.4,1.0,2.4,39.6,0.0,0.0,0.0,0.5,1.0,47.4,2.9,0.4,0.2,1.2,0.4,57
2842,Sophia RueppellWOF,G,15,10.8,2.3,0.8,2.7,29.3,0.2,1.3,15.8,0.5,0.8,66.7,1.5,0.9,0.2,0.1,0.7,57
2842,Shaelyn SteelePSU,G,21,14.2,2.3,0.8,2.8,27.1,0.1,0.9,11.1,0.7,1.0,75.0,3.1,1.5,1.4,0.0,1.3,57
2842,Brooklyn TerryUTEP,G,15,8.7,2.3,0.9,3.3,26.0,0.3,1.9,17.9,0.3,0.3,100.0,1.4,0.2,0.2,0.3,0.4,57
2842,Kennedy HortonUTM,F,18,12.1,2.3,0.8,2.1,39.5,0.0,0.3,0.0,0.7,1.1,60.0,2.4,0.3,0.4,0.5,1.2,57
2846,Aurore EyangoWYO,G,19,10.6,2.3,0.9,1.9,48.6,0.1,0.1,50.0,0.4,0.6,63.6,1.5,0.9,1.1,0.1,0.6,57
2846,Julia WilsonGONZ,G,19,12.2,2.3,0.8,2.3,37.2,0.3,0.6,41.7,0.4,0.7,53.8,1.4,1.2,0.4,0.2,0.7,57
2848,Pien SteenbergenTA&M,G,13,9.5,2.3,0.8,2.9,26.3,0.5,2.2,21.4,0.3,0.3,100.0,1.3,0.2,0.2,0.2,0.5,57
2849,Naia TanuvasaUVU,G,20,10.9,2.3,0.9,2.5,34.7,0.2,0.9,22.2,0.4,0.7,57.1,1.2,1.2,1.4,0.2,1.8,57
2850,Esther RodellarSHSU,G,17,11.2,2.3,0.7,2.8,25.5,0.3,1.1,27.8,0.6,1.1,55.6,1.3,0.7,0.8,0.1,0.7,57
2850,Adna HalilbasicUML,F,17,11.9,2.3,0.8,2.6,31.1,0.4,1.9,21.2,0.2,0.2,100.0,1.7,0.4,0.2,0.1,0.5,58
2850,Calie ThrowerWGA,G,17,12.8,2.3,0.8,1.6,50.0,0.4,1.0,35.3,0.3,0.4,83.3,1.1,1.0,0.4,0.1,0.6,58
2850,Keyarah GregoryFAIR,G,17,7.4,2.3,0.7,1.5,46.2,0.3,0.6,45.5,0.6,0.8,71.4,1.6,0.7,0.4,0.0,0.3,58
2854,Olivia HilliardECU,G,21,12.5,2.3,0.9,3.5,26.0,0.1,1.0,10.0,0.4,0.8,50.0,1.3,1.3,0.4,0.0,1.6,58
2855,Blessing AdebanjoARIZ,F,18,6.9,2.3,0.9,1.9,45.7,0.0,0.0,0.0,0.5,0.9,56.3,1.9,0.3,0.3,0.4,1.1,58
2855,Natalia Hall-RosaHALL,F,18,7.7,2.3,0.9,2.0,47.2,0.3,0.8,33.3,0.1,0.2,50.0,0.7,0.7,0.4,0.0,1.1,58
2857,Praise EgharevbaOKST,F,22,11.7,2.3,0.8,1.8,46.2,0.0,0.0,0.0,0.6,1.0,63.6,3.6,0.7,0.4,0.6,0.8,58
2857,Sara MenendezGWEB,G,22,14.9,2.3,0.8,3.4,24.0,0.4,2.3,15.7,0.3,0.4,75.0,2.2,0.5,0.8,0.0,1.0,58
2859,Aimée MichelURI,C,15,7.1,2.3,0.8,1.7,46.2,0.3,0.9,35.7,0.3,0.3,100.0,1.5,0.3,0.1,0.1,0.5,58
