RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page
919,Jana SallmanW&M,C,15,19.1,9.4,3.7,7.3,50.9,0.0,0.1,0.0,1.9,2.5,78.4,5.9,1.3,0.6,0.7,1.9,19
919,Jessica FarrellCCSU,G,20,32.1,9.4,3.8,10.4,36.7,0.4,1.3,32.0,1.4,1.7,82.4,3.4,1.7,1.3,0.1,3.1,19
921,Georgia SimonsenRAD,F,23,23.0,9.4,3.7,7.9,46.7,0.1,0.3,28.6,1.9,2.7,71.0,6.2,1.3,0.6,1.2,1.5,19
922,Tanyuel WelchARIZ,G,18,26.2,9.4,3.6,7.6,47.8,0.3,1.1,25.0,1.9,2.7,69.4,5.3,1.2,1.1,0.2,1.3,19
923,Angela DugalićUCLA,F,21,23.2,9.4,3.7,6.9,53.8,0.9,2.5,34.6,1.1,1.4,76.7,5.3,1.8,1.0,0.5,2.1,19
923,Vivian OnughaFAU,F,21,19.2,9.4,3.4,6.6,52.2,0.0,0.0,0.0,2.5,4.8,52.5,6.1,0.5,0.6,0.4,1.9,19
925,Jakoriah LongTAR,G,19,32.6,9.4,3.2,9.3,34.1,1.3,4.2,31.6,1.7,2.2,80.5,3.9,1.7,0.9,0.1,2.8,19
925,Clemisha PrackettINST,F,19,19.8,9.4,3.6,6.8,52.7,0.0,0.1,0.0,2.2,3.5,63.6,7.8,0.1,0.8,0.9,1.7,19
927,Kaitlyn DuhonAUB,G,22,30.0,9.4,3.2,7.4,43.2,0.6,1.6,38.9,2.4,3.2,74.3,4.2,1.1,3.2,0.7,2.0,19
927,Savannah BrooksECU,G,22,28.3,9.4,3.0,8.0,37.7,1.0,3.5,27.6,2.4,3.0,80.3,4.4,2.3,1.9,0.7,1.5,19
927,Elle EvansKU,G,22,26.8,9.4,3.5,7.2,47.8,2.2,4.5,49.0,0.3,0.3,100.0,3.1,1.5,1.0,0.6,1.4,19
930,Chelsea WootenAMCC,G,18,31.3,9.3,3.4,11.6,29.3,2.1,7.9,26.6,0.4,0.7,66.7,3.3,3.7,1.4,0.0,2.6,19
930,Mjracle SheppardCAL,G,21,29.5,9.3,3.9,8.1,47.6,0.6,1.5,40.6,1.0,2.0,51.2,4.7,3.5,1.8,0.7,2.5,19
930,Tina NjikePENN,C,18,23.6,9.3,3.5,7.7,45.7,0.5,1.6,31.0,1.8,2.8,64.7,6.6,0.8,0.8,1.1,1.3,19
930,Anna FoleyQUIN,F,21,20.7,9.3,3.8,8.4,45.2,0.3,0.8,35.3,1.4,1.8,81.1,5.5,2.5,1.1,1.0,1.6,19
930,Ava LocklearNJIT,F,21,23.6,9.3,3.5,7.3,48.4,0.9,2.0,41.9,1.4,2.1,68.2,8.0,1.0,1.0,0.8,1.7,19
930,Monique MitchellAKR,F,18,19.4,9.3,3.2,8.2,39.5,1.2,4.2,29.3,1.7,2.1,81.1,3.2,0.9,0.9,0.7,2.3,19
936,Teneisia BrownPROV,F,22,25.4,9.3,3.5,8.1,42.5,0.1,0.6,21.4,2.3,3.2,71.4,6.1,1.0,1.3,0.1,2.0,19
936,Taylor Johnson-MatthewsCLEM,G,22,19.0,9.3,3.5,8.3,41.8,1.2,3.2,36.6,1.2,1.6,75.0,2.5,0.4,0.8,0.0,1.2,19
936,Jaylah LampleyMSST,G,22,21.0,9.3,3.8,7.2,52.8,0.9,2.3,39.2,0.8,1.5,53.1,5.0,1.0,0.8,0.2,1.6,19
939,Kennedy LeeSDSU,F,19,23.8,9.3,3.3,7.7,42.9,1.2,3.5,34.8,1.5,2.0,73.7,5.8,0.9,0.8,0.3,1.3,19
939,Hailey SmithIUIN,F,19,27.7,9.3,3.2,7.3,43.9,0.6,2.3,27.3,2.3,3.5,64.2,5.8,2.2,1.8,0.2,2.4,19
939,Kylee KittsOSU,G,19,22.9,9.3,3.5,7.8,44.3,0.5,1.6,33.3,1.8,2.4,77.8,7.1,1.3,0.9,0.9,1.7,19
942,Meredith MaierMRSH,F,23,28.4,9.3,3.1,8.8,35.5,2.3,6.9,33.5,0.7,0.9,81.0,3.8,1.3,0.9,0.7,1.4,19
943,Kennedy ClaybrooksINST,G,20,28.1,9.3,3.4,7.8,42.9,0.8,2.1,38.1,1.8,2.5,73.5,4.0,4.7,1.5,0.3,3.3,19
943,Brooklyn VaughnLUC,F,20,27.4,9.3,4.0,8.8,45.1,0.1,0.4,12.5,1.4,2.6,51.9,6.1,1.7,1.1,0.3,2.1,19
945,Daria NestorovPAC,G,21,29.5,9.3,3.5,9.5,36.5,1.0,3.6,28.9,1.3,1.5,84.4,2.9,5.1,1.6,0.1,3.0,19
946,Alli CarlsonWMU,G,18,36.2,9.3,3.0,9.1,33.1,1.7,4.8,34.9,1.6,2.4,67.4,3.8,4.8,1.4,0.1,2.9,19
946,Monet DanceW&M,G,18,31.2,9.3,2.8,9.4,30.2,0.9,3.8,23.5,2.7,3.5,77.8,3.2,3.1,1.7,0.0,1.9,19
948,Kyndall HunterHOU,G,19,20.0,9.3,3.1,9.1,33.7,1.4,4.3,31.7,1.8,2.4,75.6,2.5,1.3,0.7,0.1,2.6,19
948,Damara AllenUTSA,G,19,28.2,9.3,3.3,8.8,37.1,1.5,3.9,38.7,1.2,1.7,69.7,4.3,2.3,0.9,0.2,2.7,19
950,Koi SimsL-MD,F,20,27.4,9.3,4.3,8.4,50.6,0.3,0.7,42.9,0.5,1.7,27.3,8.1,1.5,0.6,0.7,2.1,19
950,L'or MputuUSF,F,20,23.3,9.3,3.8,7.4,50.7,0.0,0.0,0.0,1.8,2.4,74.5,7.8,0.5,0.4,0.4,1.5,20
950,Paula LopezBUF,G,20,26.4,9.3,3.6,11.2,31.7,1.5,5.7,25.7,0.7,1.3,53.8,2.4,2.0,0.9,0.5,2.7,20
953,Chandler PraterMSST,G,21,22.6,9.2,3.3,7.1,46.0,0.9,2.2,40.4,1.8,2.0,88.1,6.0,2.1,1.2,0.2,2.0,20
953,Milana NenadicVAL,F,21,15.9,9.2,3.7,9.4,39.4,0.4,1.6,27.3,1.4,1.9,74.4,4.6,0.2,0.5,0.3,0.8,20
953,Sira ThienouMISS,G,21,28.7,9.2,3.3,9.0,36.8,1.0,3.7,27.3,1.6,1.9,82.5,5.8,2.6,1.9,0.4,1.1,20
956,Janae KentTA&M,G,17,27.5,9.2,3.1,9.2,33.3,0.9,3.9,24.2,2.2,3.0,72.5,3.2,0.8,0.4,0.2,1.9,20
956,Sandra MagolicoHOF,F,17,26.6,9.2,3.7,8.9,41.7,0.0,0.1,0.0,1.8,3.6,50.8,8.2,1.2,1.0,0.7,2.1,20
958,Taryn WhartonUNI,G,20,29.4,9.2,3.6,9.5,37.6,0.8,2.9,27.6,1.3,1.6,81.3,2.6,2.6,0.9,0.1,2.5,20
958,Anisa JeffriesGCU,F,20,27.1,9.2,3.7,7.8,47.4,0.5,1.8,25.0,1.4,1.6,87.1,5.3,1.7,1.9,0.3,2.8,20
960,Samyha SuffrenVT,G,21,20.0,9.2,3.7,8.1,45.9,0.3,1.2,26.9,1.4,2.0,71.4,3.1,1.5,1.9,0.1,1.9,20
961,Lilly MeisterKU,F,22,28.3,9.2,3.8,7.0,54.9,0.6,2.0,29.5,1.0,1.5,61.8,6.5,1.1,0.9,0.8,2.4,20
961,Taylor BarnesCAL,F,22,33.5,9.2,3.4,8.5,39.8,1.0,4.0,26.4,1.4,1.7,81.6,5.5,1.6,0.8,0.4,1.3,20
961,Hailee SwainSTAN,G,22,27.0,9.2,3.8,9.9,38.2,0.5,1.8,25.0,1.2,1.4,83.9,2.6,1.4,0.9,0.0,2.3,20
961,Jordan SpeiserKSU,G,22,23.1,9.2,2.8,8.0,34.7,1.5,5.5,28.1,2.1,2.3,90.2,4.0,0.9,1.0,0.4,2.2,20
965,Trynce TaylorKENN,F,19,23.8,9.2,3.7,7.6,49.3,0.1,0.6,16.7,1.6,2.5,62.5,6.6,1.4,1.0,0.4,2.5,20
966,Marley LangiCSUB,G,20,24.6,9.2,3.2,10.3,30.7,1.4,5.0,28.0,1.5,1.9,76.3,3.7,0.7,0.7,0.3,2.1,20
966,Kaitlyn FlanaganHC,G,20,29.9,9.2,3.5,8.2,42.7,0.7,2.3,28.9,1.5,1.9,78.9,2.4,4.0,0.9,0.3,1.8,20
966,Teionni McDanielBC,G,20,25.1,9.2,3.4,10.4,32.7,0.7,3.2,22.2,1.7,2.4,68.8,3.6,1.8,1.1,0.2,2.2,20
969,Layla GoldOAK,G,21,30.5,9.1,3.2,9.2,34.7,1.0,3.8,27.8,1.7,2.3,73.5,5.8,1.5,0.7,1.2,1.5,20
969,Olivia TuckerCAM,G,21,30.4,9.1,3.0,9.9,30.3,1.5,5.4,28.1,1.6,2.2,72.3,3.9,2.2,1.1,0.0,2.6,20
969,Tea CleantePSU,G,21,29.7,9.1,3.5,8.7,40.4,1.3,4.4,30.1,0.8,1.3,57.1,1.8,3.0,1.8,0.2,2.4,20
969,Kayten DonleyORU,F,21,30.9,9.1,3.0,7.3,40.9,0.8,2.6,30.9,2.3,3.0,77.8,4.6,2.7,1.8,0.9,2.5,20
973,Jada RichardLSU,G,22,24.2,9.1,3.1,7.1,43.3,0.7,2.0,36.4,2.2,2.5,87.5,2.9,3.3,1.5,0.1,1.6,20
974,Mia TarverARST,G,23,20.8,9.1,3.3,8.1,40.1,2.4,6.8,35.3,0.2,0.4,55.6,2.5,1.0,1.8,0.0,1.4,20
974,Jocelyne GrierBC,G,23,21.3,9.1,3.3,10.0,33.5,1.3,4.8,27.3,1.1,1.4,78.8,2.1,0.6,0.9,0.1,0.9,20
976,Carla BritoUSF,F,18,30.7,9.1,3.7,8.1,45.2,0.7,2.1,34.2,1.1,1.8,57.6,7.8,2.6,0.9,0.4,2.3,20
977,Marissa SheltonAMCC,G,19,29.5,9.1,2.6,7.4,35.5,1.5,4.1,36.4,2.4,3.2,75.0,3.3,1.8,0.7,0.1,3.9,20
977,Tilda SjokvistTOW,G,19,27.8,9.1,3.3,8.5,39.1,1.9,5.3,36.6,0.5,1.0,52.6,2.5,3.3,0.6,0.1,2.4,20
977,Thalia ShepardTOW,G,19,27.8,9.1,2.7,8.1,33.8,0.8,2.8,27.8,2.8,3.7,76.1,4.3,1.6,1.3,0.0,1.4,20
977,Grace O'GaraWGA,G,19,34.7,9.1,2.9,8.0,36.2,1.2,4.5,25.9,2.2,2.9,74.5,4.0,3.9,1.8,0.3,2.8,20
981,Ines DebroiseURI,G,20,27.5,9.1,2.7,6.7,40.3,0.7,2.0,35.9,3.0,3.8,78.9,3.6,3.0,1.2,0.1,1.6,20
981,Morgan HawkinsCSUB,G,20,34.0,9.1,3.0,7.2,41.7,0.9,2.8,30.9,2.3,2.7,83.3,2.6,2.7,1.8,0.1,2.0,20
983,Asha SraCHSO,G,21,31.3,9.1,3.4,9.0,37.6,1.2,3.8,32.9,1.1,1.6,67.6,5.8,4.4,1.2,0.3,3.8,20
984,Zeryhia AokusoGONZ,G,22,24.3,9.1,3.5,8.6,40.2,0.5,1.6,31.4,1.7,2.3,74.0,2.8,2.3,0.6,0.0,2.6,20
985,Sophia TougasCOFC,G,18,24.4,9.1,3.1,8.3,37.6,2.1,5.6,36.6,0.8,1.1,70.0,3.0,0.7,1.2,0.3,1.4,20
985,Keiryn McGuffAKR,F,18,27.9,9.1,2.6,7.3,35.9,0.7,2.2,30.0,3.2,4.3,74.0,5.9,1.2,1.0,0.6,1.9,20
987,Sophie SeneUSU,F,19,20.3,9.1,3.4,7.3,46.0,0.8,1.9,41.7,1.5,1.8,85.3,6.4,0.7,0.4,0.2,1.1,20
987,Kierra MerchantHOU,G,19,24.6,9.1,3.4,8.7,38.8,0.6,2.1,30.0,1.7,2.5,68.1,5.1,1.1,1.2,1.0,2.8,20
987,Asha WalkerAMCC,G,19,28.3,9.1,2.9,7.9,36.7,2.5,6.3,39.5,0.8,1.1,75.0,2.8,0.4,0.7,0.1,1.7,20
990,Jalencia PierreMCN,G,20,21.8,9.1,3.6,8.1,44.7,0.4,1.4,25.9,1.5,2.3,65.2,1.9,3.6,2.1,0.0,1.4,20
990,Diawna Carter-HartleyUSA,F,20,26.7,9.1,3.4,8.0,42.1,1.0,2.8,35.7,1.4,2.1,65.9,6.0,1.6,1.3,0.6,2.6,20
992,Trayanna CrispMSST,G,21,27.9,9.0,2.9,7.0,40.5,1.7,4.4,38.7,1.6,1.9,87.2,2.2,2.7,1.0,0.0,1.6,20
992,Raina McGowensFUR,G,21,28.0,9.0,2.7,8.0,33.1,0.2,1.0,23.8,3.5,5.4,64.6,4.9,2.0,1.9,0.3,3.0,20
994,Rori HarmonTEX,G,22,29.9,9.0,3.7,7.4,50.0,0.2,0.5,40.0,1.5,2.0,75.0,3.6,6.9,2.9,0.3,1.5,20
995,Ryanne AllenVILL,G,20,19.6,9.0,3.1,5.9,52.5,1.9,3.9,48.7,0.9,1.2,78.3,2.3,1.3,0.6,0.2,1.0,20
995,Brooklyn McDanielJXST,F,19,24.2,9.0,3.0,6.3,47.9,0.4,1.5,28.6,2.6,3.7,70.0,4.6,1.1,0.5,0.0,2.4,20
995,Gianni BooneCAM,G,21,27.9,9.0,3.6,7.3,48.7,0.0,0.4,11.1,1.8,3.1,57.6,4.2,1.5,0.5,0.9,1.9,20
995,Hannah RonsiekCSU,G,22,32.4,9.0,3.0,8.4,36.4,2.0,6.1,31.9,1.0,1.1,84.0,5.4,0.6,1.7,0.6,1.0,20
995,Tiara AbronNWST,G,19,28.8,9.0,3.5,9.2,38.5,0.7,2.3,29.5,1.3,1.8,70.6,3.8,2.2,1.0,0.1,2.9,20
995,Otaifo EsenabhaluLONG,F,20,21.8,9.0,3.3,6.6,49.2,0.0,0.0,0.0,2.5,3.3,75.8,8.8,0.8,1.1,0.4,2.4,20
995,Aliya McIverRID,G,21,37.7,9.0,3.1,10.2,30.8,1.1,5.1,22.4,1.6,3.0,53.2,6.1,3.6,2.3,0.2,2.7,21
995,Ahnay AdamsMIA,G,21,28.0,9.0,3.4,7.9,43.6,0.5,2.2,21.7,1.7,2.5,67.3,4.0,2.5,1.3,0.0,2.0,21
995,Savannah DavisMTSU,G,20,31.9,9.0,3.0,9.5,31.1,2.1,6.6,31.1,1.1,1.3,84.0,4.1,1.1,1.1,0.3,1.8,21
995,Kayce HymanBELL,F,22,30.0,9.0,3.0,9.8,30.6,0.3,1.5,18.2,2.7,3.5,78.9,3.6,1.0,0.7,0.1,3.7,21
995,Xai WhitfieldTNST,G,20,24.4,9.0,3.5,8.2,42.3,1.0,1.7,57.6,1.2,1.7,67.6,2.7,2.2,0.8,0.3,2.4,21
995,Jada HoodSTMN,G,22,27.8,9.0,3.0,8.1,36.3,1.5,4.7,32.0,1.6,2.3,70.0,5.1,3.5,1.1,0.4,2.3,21
995,Olivia OwensUSD,G,22,28.9,9.0,3.3,10.7,30.6,0.9,4.0,22.5,1.5,2.1,73.9,4.7,2.0,1.8,0.1,3.2,21
995,Dora TomanTLSA,G,20,30.0,9.0,3.3,6.7,49.6,1.4,3.8,35.5,1.1,1.5,70.0,5.3,2.9,2.0,0.5,2.7,21
1009,Taysha RushtonNKU,G,23,27.0,9.0,2.9,9.4,30.6,1.7,6.0,27.7,1.6,2.0,76.6,3.3,2.3,0.7,0.1,2.0,21
1010,Breya CunninghamTEX,F,22,19.0,9.0,4.0,6.7,60.1,0.0,0.0,0.0,0.9,1.9,46.3,5.3,0.2,1.1,1.1,1.1,21
1011,Laila JewettGTWN,G,21,27.6,9.0,3.0,8.1,37.1,1.6,4.8,33.7,1.3,1.5,90.3,1.7,3.0,0.9,0.3,2.2,21
1011,Riley NelsonDUKE,G,21,26.3,9.0,3.2,7.9,41.0,1.2,3.1,40.0,1.2,1.6,78.8,3.0,2.6,0.8,0.4,2.0,21
1011,Kharyssa RichardsonMSST,F,21,22.1,9.0,3.2,7.6,42.8,0.2,0.6,33.3,2.3,2.9,78.7,4.5,0.6,0.5,0.5,1.7,21
1011,Justice CarltonTEX,F,21,19.3,9.0,3.7,7.0,52.0,0.1,0.4,33.3,1.5,2.2,66.0,4.4,1.0,1.1,0.6,1.2,21
1011,Lily ZeinstraBUT,G,21,29.9,9.0,3.3,7.4,44.9,1.2,3.3,37.1,1.0,1.3,78.6,3.1,3.0,0.8,0.3,2.6,21
1011,Pania DavisFSU,C,21,18.8,9.0,3.4,8.5,40.4,0.1,0.7,13.3,2.0,3.2,62.7,6.6,0.8,0.8,1.2,1.7,21
1011,Jamaria FreemanUNCA,G,21,27.5,9.0,3.1,9.4,33.3,0.9,3.1,28.8,1.8,3.0,59.7,4.2,4.1,1.8,0.2,4.8,21
1011,Chazlyn DettorRGV,F,21,23.9,9.0,3.3,8.2,39.9,0.3,1.4,24.1,2.0,2.7,76.8,5.0,1.1,0.5,0.1,2.4,21
1019,Amira BrownSJSU,G,20,25.9,9.0,3.1,8.7,35.6,0.7,2.8,23.2,2.1,3.4,61.8,6.3,1.8,1.2,0.4,3.8,21
1020,Malaya CowlesND,F,19,27.5,8.9,4.1,7.6,53.1,0.0,0.0,0.0,0.8,1.2,69.6,5.1,1.1,2.2,0.8,1.6,21
1021,Jasmine MatthewsNICH,F,16,17.3,8.9,3.6,8.2,44.3,0.2,0.6,30.0,1.5,2.2,68.6,3.3,0.8,0.6,0.0,1.3,21
1022,Diana CollinsALA,G,22,30.0,8.9,3.2,7.1,44.9,1.3,3.2,39.4,1.3,1.7,73.7,3.2,2.7,1.0,0.3,1.9,21
1023,Vanessa de JesusND,G,21,34.3,8.9,3.1,7.9,39.4,1.6,4.0,40.0,1.1,1.2,88.5,2.5,3.5,2.0,0.2,1.7,21
1023,Lianna BaxterOAK,C,21,30.4,8.9,3.2,7.8,41.5,1.1,3.4,33.8,1.3,1.9,67.5,5.0,1.2,0.8,0.9,1.4,21
1023,Anaëlle DutatCOLO,F,21,30.5,8.9,3.6,7.0,51.4,0.1,1.3,11.1,1.6,2.2,72.3,8.6,1.6,1.9,0.3,2.1,21
1023,Maggie CavanaughUNH,G,21,31.4,8.9,3.3,9.0,36.7,1.2,4.0,30.1,1.1,1.4,82.8,4.5,2.5,1.6,0.1,3.3,21
1023,Ava SmithBELL,G,21,33.2,8.9,3.0,10.5,29.1,1.8,6.6,26.6,1.0,1.4,73.3,3.4,2.0,0.4,0.0,3.1,21
1028,Lexi AlexanderMCN,F,20,23.5,8.9,3.8,8.6,44.4,0.0,0.0,0.0,1.3,1.8,74.3,6.0,1.2,2.0,0.7,1.4,21
1028,Amya ScottDSU,G,20,19.3,8.9,3.5,9.5,36.5,0.5,1.9,24.3,1.6,2.9,54.4,1.5,1.8,1.0,0.1,2.6,21
1030,Cici EllingtonPRST,G,19,23.7,8.9,3.5,8.4,42.1,0.5,1.8,25.7,1.4,2.2,63.4,5.8,1.4,1.2,1.0,2.1,21
1030,Maddie RiceUML,G,19,29.4,8.9,3.5,8.1,42.9,1.2,3.9,31.1,0.7,1.1,66.7,6.2,1.3,0.7,0.4,1.8,21
1032,Maddy TauroCSUF,G,17,19.9,8.9,3.5,9.4,37.7,0.2,0.7,25.0,1.6,1.9,84.8,2.5,1.3,2.4,0.4,1.8,21
1033,Payton DunbarPROV,G,22,25.3,8.9,3.1,8.7,35.6,1.8,5.0,35.1,0.9,1.3,69.0,1.5,0.9,0.6,0.1,2.3,21
1034,Allie CumminsSJSU,G,21,29.7,8.9,3.0,8.2,36.0,1.5,4.8,32.0,1.4,1.7,83.3,2.2,2.0,0.6,0.0,2.2,21
1034,Charlisse Leger-WalkerUCLA,G,21,27.5,8.9,3.2,6.9,46.2,1.5,3.9,37.8,1.0,1.4,72.4,4.3,5.8,1.7,0.3,2.1,21
1036,Erin MaguireRGV,G,19,32.6,8.8,3.2,10.0,32.1,0.8,4.0,21.1,1.6,1.9,83.3,3.0,3.4,1.1,0.2,2.9,21
1037,Zaria JohnsonGRAM,SF,18,21.6,8.8,3.3,9.3,35.1,0.6,3.0,20.4,1.7,2.3,73.2,4.4,0.8,1.2,0.5,1.7,21
1038,Mya MeredithNKU,G,23,24.7,8.8,3.1,7.2,43.6,0.9,2.7,32.8,1.7,2.4,69.6,3.8,1.9,1.4,0.4,2.6,21
1039,Katie VaseckaSDST,G,17,25.4,8.8,3.2,7.9,40.0,0.8,2.9,28.6,1.6,2.3,71.8,3.2,2.1,0.8,0.3,2.1,21
1040,Khady LeyeAUB,F,22,27.5,8.8,3.5,8.3,42.6,0.0,0.3,0.0,1.7,2.6,66.7,5.0,1.0,1.2,1.0,2.5,21
1040,Sophia GregoryYSU,F,22,25.9,8.8,3.8,6.8,55.3,0.1,0.9,15.0,1.1,1.5,78.1,8.0,2.7,1.8,1.2,2.5,21
1040,Milan BrownWAKE,G,22,23.4,8.8,3.6,8.2,44.2,0.2,0.5,45.5,1.3,2.3,56.9,5.9,2.6,1.0,0.2,2.6,21
1040,Zhykera BrownSLU,G,22,22.8,8.8,3.3,9.1,35.8,1.6,4.9,33.3,0.6,0.8,77.8,1.7,0.8,0.7,0.1,2.4,21
1044,Bailey KuhnsRMU,F,21,20.3,8.8,3.6,7.5,47.5,0.1,0.7,20.0,1.5,2.1,72.7,4.6,1.0,0.3,0.3,2.0,21
1044,Sabrina LarssonUML,G,21,33.2,8.8,3.0,7.3,40.9,2.1,5.1,40.7,0.7,1.0,68.2,3.8,1.1,0.8,0.3,1.7,21
1046,Riley RismillerKENT,C,20,23.7,8.8,3.5,6.6,53.0,0.1,0.5,22.2,1.7,2.3,75.6,6.1,0.4,0.3,0.6,1.9,21
1046,Micah O'DellMER,G,15,29.0,8.8,3.0,9.3,32.1,1.1,4.1,27.4,1.7,1.9,86.2,2.8,1.4,0.7,0.4,2.7,21
1046,Kylie TorrenceCIN,F,20,24.1,8.8,3.7,8.8,41.5,0.0,0.1,0.0,1.5,2.5,61.2,7.7,1.1,1.3,1.2,2.9,21
1049,Angie Juste-JeanSCST,F,19,25.3,8.8,3.5,9.0,39.2,0.5,2.4,19.6,1.3,1.8,68.6,4.6,1.0,1.7,0.2,2.7,21
1050,Peyton IldertonMRSH,G,23,29.7,8.8,2.8,6.7,41.3,2.2,5.4,40.0,1.0,1.4,75.0,2.4,2.7,2.2,0.0,2.0,21
1051,Eliza MaupinNEB,F,18,19.3,8.8,3.2,5.8,54.8,0.3,0.9,35.3,2.1,2.7,79.2,4.6,1.1,0.6,0.9,1.9,22
1051,Kiarra HendersonALCN,G,18,29.1,8.8,3.3,7.8,42.1,0.2,0.7,23.1,2.1,2.9,69.8,5.2,4.6,1.8,0.6,3.5,22
1053,Daimoni DorseyBCU,G,21,29.7,8.8,3.1,9.3,33.3,0.6,2.6,23.6,2.0,2.3,85.4,3.2,1.2,1.3,0.1,1.4,22
1053,Rhyan MogelPORT,G,21,27.4,8.8,3.1,7.2,43.0,0.9,1.9,46.2,1.7,2.1,81.8,2.4,5.0,1.6,0.3,2.7,22
1055,Izzy SullivanNEV,G,20,31.8,8.8,3.2,8.4,38.1,0.8,3.3,22.7,1.6,2.9,56.1,2.7,1.9,1.4,0.1,1.8,22
1056,Meg LucasBUF,F,19,29.3,8.7,3.7,7.5,49.0,0.1,0.5,22.2,1.3,2.2,58.5,9.9,0.8,1.3,0.2,2.4,22
1057,Genevive WedemeyerSIE,G,15,28.9,8.7,2.9,8.0,36.7,1.0,3.7,26.8,1.9,2.6,71.8,4.0,2.2,1.3,0.1,2.8,22
1058,Eva LevingstonRMU,F,18,25.8,8.7,3.0,6.3,47.4,0.0,0.3,0.0,2.7,3.6,76.6,6.2,1.4,0.9,0.2,2.0,22
1059,Grace CarstensenFAU,G,21,24.2,8.7,3.0,6.6,45.3,2.3,5.4,43.0,0.4,0.6,66.7,1.5,0.9,0.7,0.3,1.2,22
1060,Rakiyah BealAAMU,G,20,25.0,8.7,3.3,8.8,37.1,0.7,2.3,28.3,1.6,2.7,57.4,3.1,1.0,0.8,0.3,2.1,22
1060,Ciara AlexanderCAM,G,20,22.2,8.7,3.3,8.1,41.0,0.1,0.5,22.2,2.0,3.7,54.8,6.5,0.9,0.7,0.3,1.9,22
1060,Isabella CaseyBUCK,G,20,29.7,8.7,3.2,7.3,43.4,1.0,2.7,35.8,1.5,2.0,74.4,4.2,1.3,0.8,0.3,1.7,22
1060,Emilie SorensenNIU,G,20,32.5,8.7,2.9,6.5,44.2,1.6,4.1,39.5,1.4,1.7,82.4,3.5,0.7,0.9,0.2,1.5,22
1064,Mya ZaccagniniIONA,G,22,29.9,8.7,3.2,8.7,36.5,1.3,4.0,32.6,1.0,1.3,75.9,3.4,2.3,1.4,0.3,1.7,22
1065,Kaylah IveyRUTG,G,21,34.9,8.7,3.0,10.8,28.3,1.8,6.7,27.1,0.8,1.1,66.7,3.0,3.5,1.3,0.0,2.2,22
1065,Paris ClarkUVA,G,21,27.4,8.7,3.1,7.9,39.2,1.1,3.0,35.9,1.4,2.0,69.0,4.3,3.2,1.8,0.7,1.5,22
1065,Ashley SofilkanichMICH,F,21,16.6,8.7,3.7,6.4,57.5,0.0,0.0,0.0,1.3,2.5,53.8,3.5,0.7,0.7,0.8,1.3,22
1065,Mackenzie BlackfordDUQ,G,21,29.4,8.7,3.0,9.0,33.3,2.0,6.1,32.0,0.7,1.1,62.5,2.8,1.3,1.4,0.1,2.0,22
1065,Aminata TalPRES,G,21,17.5,8.7,3.5,9.1,38.5,0.2,1.5,15.6,1.4,2.3,60.4,2.1,1.1,1.1,0.1,3.3,22
1070,Keana FozWAG,G,17,31.6,8.6,3.5,8.8,39.6,0.0,0.6,0.0,1.7,2.9,59.2,3.8,2.5,2.2,0.1,3.6,22
1071,Paris McBrideCOPP,G,22,34.1,8.6,2.2,8.6,25.3,1.2,4.4,27.8,3.0,3.5,85.9,4.0,3.2,1.4,0.5,4.6,22
1072,Ary DizonWCU,F,19,32.4,8.6,3.7,8.6,43.6,0.1,0.6,16.7,1.1,2.1,51.3,4.4,1.4,0.8,1.5,2.6,22
1072,Alarice GoodenHOF,G,19,26.4,8.6,3.2,9.4,34.3,0.6,3.1,20.7,1.6,2.2,73.2,3.1,1.2,1.2,0.2,2.6,22
1074,Allison CannonNJIT,G,21,27.7,8.6,3.5,6.3,54.9,0.2,0.6,38.5,1.4,1.9,76.9,3.5,2.9,1.8,0.5,2.8,22
1075,Shamya ReidALST,G,18,24.1,8.6,2.7,8.6,31.6,0.9,4.4,21.5,2.2,3.3,66.7,2.9,2.2,0.7,0.1,3.5,22
1076,Kamari SimsGW,G,23,26.4,8.6,3.3,8.5,39.3,1.1,3.9,29.2,0.8,1.0,78.3,2.7,2.3,0.7,0.9,1.7,22
1076,Malia RuudWSU,F,23,25.5,8.6,3.5,8.2,43.1,0.7,2.2,34.0,0.8,1.3,65.5,3.7,1.2,0.7,0.5,1.4,22
1078,Lorena BarbosaIDHO,F,20,15.0,8.6,3.1,6.8,45.9,0.3,1.3,23.1,2.1,2.5,84.0,4.5,0.7,0.3,0.9,1.8,22
1078,Faith StinsonJOES,F,20,24.7,8.6,3.5,7.7,45.8,0.5,2.3,21.7,1.1,2.1,53.7,4.4,1.7,0.7,1.0,1.2,22
1078,Mychal WhiteJAX,G,20,25.4,8.6,2.5,5.9,42.7,0.3,0.7,35.7,3.4,4.1,82.7,2.0,2.0,1.2,0.0,1.8,22
1081,Jordan JacksonHCU,G,19,27.2,8.6,2.6,7.5,35.0,1.0,3.5,28.8,2.3,2.8,83.0,5.9,1.7,0.7,0.6,2.3,22
1082,Tamia PerrymanBRAD,G,21,26.3,8.6,2.9,7.0,40.8,1.3,3.5,36.5,1.6,2.2,71.7,3.4,1.8,1.0,0.3,2.2,22
