RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page,team_abbr,player_name,Effective_FG%,TS%
188,Elli GuineyPEPP,G,22,32.5,14.7,5.0,10.5,47.6,2.0,5.1,39.8,2.6,3.3,79.5,3.9,2.9,0.8,0.5,2.5,4,PEPP,Elli Guiney,57.14285714285714,61.49598393574297
191,Shae LittlefordCARK,G,20,29.1,14.7,4.6,11.4,40.1,1.7,4.8,34.7,3.9,5.2,75.7,3.5,2.1,1.7,0.1,1.9,4,CARK,Shae Littleford,47.807017543859644,53.69666861484511
191,Asia DonaldWGA,G,20,29.3,14.7,5.0,11.1,45.2,0.9,3.1,29.0,3.8,4.8,78.1,5.1,1.1,1.0,0.2,3.6,4,WGA,Asia Donald,49.0990990990991,55.63124432334241
193,Rubi GraySAC,G,21,32.6,14.6,5.6,13.1,42.5,2.1,6.6,31.7,1.4,1.6,85.3,3.2,1.3,1.2,0.3,2.3,4,SAC,Rubi Gray,50.76335877862596,52.883222254419
194,Sabou GueyePROV,G,22,31.3,14.6,6.1,12.4,49.3,0.2,1.0,17.4,2.2,2.9,76.6,5.9,2.3,1.9,1.0,3.4,4,PROV,Sabou Gueye,49.99999999999999,53.37818075460661
195,Megan OlbrysMASS,F,19,29.2,14.6,5.2,9.7,53.0,0.5,1.4,33.3,3.8,5.5,68.6,7.8,2.6,1.2,0.7,2.4,4,MASS,Megan Olbrys,56.18556701030929,60.23102310231023
195,Kayla LezamaHAMP,G,19,29.7,14.6,5.1,12.2,41.8,1.6,4.1,39.7,2.7,3.6,75.4,3.7,1.5,1.3,0.5,2.1,4,HAMP,Kayla Lezama,48.36065573770492,52.959953569355775
195,Rori CoxUNCW,G,19,29.4,14.6,5.1,11.6,43.9,1.2,3.4,35.9,3.2,4.1,76.9,5.4,2.6,2.8,0.1,5.1,4,UNCW,Rori Cox,49.137931034482754,54.46135481945687
198,Destiny HowellWIS,G,21,27.9,14.6,5.3,11.6,46.1,2.4,5.6,43.6,1.5,1.9,79.5,3.2,1.0,0.8,0.3,2.1,4,WIS,Destiny Howell,56.0344827586207,58.70054679961402
198,Nia GreenUNCA,G,21,30.5,14.6,5.9,11.5,50.8,0.0,0.0,0.0,2.9,4.8,60.0,6.9,2.4,1.7,1.0,3.7,4,UNCA,Nia Green,51.30434782608696,53.62915074933882
198,Uche IzojeSYR,C,21,27.1,14.6,6.4,11.6,55.6,0.0,0.1,0.0,1.7,3.3,52.2,9.3,1.3,1.0,2.9,2.5,4,SYR,Uche Izoje,55.172413793103445,55.93012565124119
201,Sophie GlanceySCU,F,18,24.5,14.6,5.4,11.1,48.7,0.6,2.1,27.0,3.2,3.9,81.7,7.0,0.8,0.8,2.0,0.9,5,SCU,Sophie Glancey,51.35135135135136,56.96004993757803
201,Caia ElisaldezUTC,G,18,34.6,14.6,5.3,10.6,50.5,0.6,1.3,41.7,3.3,4.3,76.9,2.7,5.0,1.5,0.1,4.1,5,UTC,Caia Elisaldez,52.83018867924528,58.437399935959014
203,Allie TurnerGONZ,G,22,34.5,14.5,4.8,10.5,45.7,2.6,5.5,46.7,2.3,2.5,94.4,2.2,3.8,0.6,0.3,3.0,5,GONZ,Allie Turner,58.09523809523809,62.5
204,Maia JonesSCU,G,23,25.3,14.5,4.5,11.5,39.2,2.1,6.4,32.7,3.4,4.1,82.1,4.6,2.1,1.6,0.7,1.9,5,SCU,Maia Jones,48.26086956521739,54.49488875526157
205,Nunu AgaraSTAN,F,20,29.5,14.5,5.4,11.7,46.4,0.5,1.8,25.7,3.3,4.0,82.3,8.4,1.2,1.3,0.6,1.6,5,STAN,Nunu Agara,48.2905982905983,53.86329866270432
206,Karina BystryNKU,G,23,28.6,14.5,4.1,10.9,37.6,1.5,4.7,32.1,4.8,6.0,80.3,3.9,1.3,1.2,0.1,1.9,5,NKU,Karina Bystry,44.49541284403669,53.5450516986706
207,Maya FozBRAD,G,21,25.5,14.5,5.2,11.4,46.0,1.3,3.5,37.8,2.7,3.7,71.8,3.3,2.2,1.6,0.1,2.8,5,BRAD,Maya Foz,51.31578947368421,55.64937058642923
207,Elyn BowersEWU,G,21,31.1,14.5,5.2,12.6,41.3,1.4,4.4,31.2,2.7,3.3,81.4,4.4,2.7,1.4,0.2,2.7,5,EWU,Elyn Bowers,46.82539682539683,51.594079134642755
209,Anete AdlerBU,F,19,27.2,14.5,6.0,12.1,49.6,0.0,0.0,0.0,2.5,3.7,66.2,6.5,1.8,0.6,1.6,2.7,5,BU,Anete Adler,49.586776859504134,52.81177156177156
210,Gia CookeWVU,G,22,28.3,14.5,4.3,11.5,37.2,1.4,4.6,30.7,4.5,6.0,75.6,2.0,1.5,1.0,0.0,2.5,5,WVU,Gia Cooke,43.47826086956522,51.272984441301276
210,Angelina RoblesSDAK,G,22,30.5,14.5,5.0,12.1,40.8,1.3,3.5,37.2,3.2,4.0,81.6,4.0,3.1,1.4,0.2,2.1,5,SDAK,Angelina Robles,46.694214876033065,52.30880230880231
212,Julia ColemanUIC,F,20,29.4,14.5,6.1,12.6,48.2,0.0,0.1,0.0,2.4,3.4,70.1,6.3,1.8,2.0,0.8,2.2,5,UIC,Julia Coleman,48.41269841269841,51.43303064699205
213,Halle ViceMARQ,G,21,31.8,14.4,6.2,10.9,57.0,0.9,1.9,46.2,1.2,1.8,65.8,9.0,2.0,1.1,0.9,2.0,5,MARQ,Halle Vice,61.00917431192661,61.58056790968184
213,McKinna BrackensASU,F,21,31.2,14.4,5.2,11.4,45.8,0.7,2.0,34.1,3.3,4.7,70.4,7.0,2.0,1.3,0.6,2.1,5,ASU,McKinna Brackens,48.68421052631579,53.46005346005346
215,Hannah RiddickTLSA,F,18,25.4,14.4,5.3,10.7,50.0,0.2,0.6,27.3,3.6,5.2,68.1,6.8,1.8,0.8,0.9,3.1,5,TLSA,Hannah Riddick,50.467289719626166,55.435786880197114
215,Abigail WrightHARV,F,18,29.7,14.4,5.6,12.4,45.3,0.1,0.7,7.7,3.1,4.4,70.0,6.8,2.0,1.0,0.3,2.9,5,HARV,Abigail Wright,45.56451612903225,50.22321428571429
217,Gigi GambleMONM,G,16,25.9,14.4,5.3,12.1,43.5,2.0,5.4,36.8,1.9,2.8,66.7,1.6,1.1,1.3,0.0,1.6,5,MONM,Gigi Gamble,52.066115702479344,54.00540054005402
218,Keira HansonUVM,G,23,33.1,14.3,5.7,12.6,45.3,2.0,4.6,43.4,1.0,1.1,84.6,2.3,1.7,1.3,0.4,1.9,5,UVM,Keira Hanson,53.17460317460318,54.64689697340263
218,Ashanti BarnesJMU,F,23,29.7,14.3,5.7,12.0,48.0,0.3,1.8,19.0,2.5,3.8,65.9,9.3,2.2,0.9,0.4,2.3,5,JMU,Ashanti Barnes,48.75000000000001,52.296664716208305
220,Savannah CatalonHALL,G,21,33.4,14.3,4.0,9.4,42.1,1.9,5.0,38.5,4.5,5.1,88.8,5.1,2.1,3.0,0.0,1.8,5,HALL,Savannah Catalon,52.659574468085104,61.40501545860529
221,Flau'jae JohnsonLSU,G,22,24.9,14.3,5.6,11.5,48.8,1.5,3.3,43.8,1.7,2.2,75.5,4.3,2.6,1.4,0.8,1.7,5,LSU,Flau'jae Johnson,55.21739130434782,57.34680782803978
222,Erin WoodsonACU,G,20,31.9,14.3,5.0,10.7,46.3,1.4,4.6,29.3,3.1,4.4,70.1,6.0,2.2,2.0,0.4,2.1,5,ACU,Erin Woodson,53.27102803738318,56.5843621399177
222,Princess AndersonCLT,G,20,23.0,14.3,5.1,13.8,37.1,1.6,5.2,29.8,2.6,3.4,76.1,1.8,0.9,2.0,0.1,2.3,5,CLT,Princess Anderson,42.75362318840579,46.74424686192469
224,Lani WhiteUTAH,G,21,29.8,14.3,5.0,10.9,46.3,2.0,5.1,39.3,2.2,2.5,86.8,5.0,1.6,0.6,0.2,2.2,5,UTAH,Lani White,55.04587155963303,59.583333333333336
224,Kendall BennettBING,F,21,29.5,14.3,5.2,8.4,62.1,0.0,0.0,0.0,3.8,4.7,81.6,9.1,0.3,1.2,1.4,2.2,5,BING,Kendall Bennett,61.904761904761905,68.30340084065725
226,Perri PageCOLU,G,18,29.4,14.3,5.8,10.8,53.3,0.6,1.8,31.3,2.2,3.3,65.0,6.8,2.1,2.7,0.2,2.2,5,COLU,Perri Page,56.481481481481474,58.35781913157035
227,Laila PheliaSYR,G,20,31.2,14.3,5.2,12.3,42.4,1.5,3.5,42.9,2.4,2.8,83.9,3.2,1.4,2.2,0.2,1.9,5,SYR,Laila Phelia,48.37398373983739,52.83771800177358
227,Kya SmithARMY,F,20,32.2,14.3,5.0,8.7,57.5,0.2,0.6,36.4,4.1,5.5,73.6,10.1,2.8,1.8,0.4,2.7,5,ARMY,Kya Smith,58.62068965517242,64.29856115107914
229,Elauni BennettKC,G,21,28.7,14.2,6.1,10.1,60.1,0.0,0.0,0.0,2.0,4.3,47.8,7.5,1.3,1.2,0.1,2.5,5,KC,Elauni Bennett,60.396039603960396,59.206137424949965
230,Antoniette Emma-NnopuWEB,F,19,26.3,14.2,5.3,9.6,54.9,0.5,1.4,34.6,3.2,4.1,78.2,10.3,2.9,1.9,1.3,2.8,5,WEB,Antoniette Emma-Nnopu,57.8125,62.258856541564356
230,India JohnstonTOW,G,19,29.8,14.2,4.8,12.0,40.4,1.7,5.4,31.1,2.8,3.8,75.0,2.1,2.3,1.0,0.2,1.8,5,TOW,India Johnston,47.08333333333333,51.93095377413691
232,Bailey FlavellHAW,G,20,29.7,14.2,4.6,11.5,40.2,1.4,4.2,33.3,3.6,4.8,75.8,4.0,1.9,0.8,0.2,3.3,5,HAW,Bailey Flavell,46.08695652173913,52.15985894798707
233,Bella PucciBING,G,21,29.9,14.2,4.7,10.9,42.8,1.7,5.0,34.0,3.1,3.7,84.6,3.3,1.9,1.4,0.0,2.2,5,BING,Bella Pucci,50.917431192660544,56.67305236270753
234,Ayanna-Sarai DarringtonCMU,F,17,24.1,14.2,5.5,9.2,59.2,0.0,0.0,0.0,3.2,5.1,63.2,7.5,0.9,0.6,0.1,2.4,5,CMU,Ayanna-Sarai Darrington,59.782608695652186,62.04124432016778
235,Nene NdiayeRUTG,F,20,31.7,14.2,4.6,10.1,45.5,1.1,2.6,40.4,3.9,5.2,75.0,5.4,1.7,1.6,0.3,3.1,5,RUTG,Nene Ndiaye,50.99009900990099,57.31352922182757
235,Sydne TolbertWGA,G,20,34.8,14.2,5.0,10.6,46.7,1.6,3.3,47.0,2.7,3.4,80.6,4.2,3.4,1.6,0.1,2.6,5,WGA,Sydne Tolbert,54.71698113207547,58.69708994708994
235,Gabby MundyWOF,G,20,30.8,14.2,5.6,13.5,41.1,1.6,4.2,38.1,1.5,2.3,63.0,5.7,4.2,1.1,0.1,2.8,5,WOF,Gabby Mundy,47.407407407407405,48.92502756339581
238,Tatum ThompsonBOIS,F,21,30.2,14.1,5.2,11.5,45.0,0.3,0.9,31.6,3.5,4.8,73.0,7.4,2.4,1.3,0.4,1.9,5,BOIS,Tatum Thompson,46.52173913043479,51.79253599764914
239,Kristin WilliamsCCU,G,22,33.7,14.1,4.8,11.7,41.2,3.2,7.6,41.9,1.3,1.7,76.3,3.6,3.1,1.7,0.0,3.0,5,CCU,Kristin Williams,54.700854700854705,56.635604113110546
240,Hannah StuelkeIOWA,F,21,28.8,14.1,5.7,10.5,53.8,0.1,0.4,22.2,2.7,4.8,56.0,8.6,2.8,1.3,0.4,1.8,5,IOWA,Hannah Stuelke,54.761904761904766,55.899143672692674
240,Dani BayesBOIS,G,21,30.3,14.1,4.7,11.2,41.9,2.0,5.2,37.3,2.7,3.3,82.6,4.5,3.0,1.9,0.4,2.6,5,BOIS,Dani Bayes,50.89285714285715,55.72241542839077
240,Amber TretterM-OH,F,21,30.0,14.1,5.2,10.3,50.5,1.1,3.3,34.8,2.6,3.4,76.1,7.8,1.7,1.6,0.8,2.1,5,OH,Amber TretterM-,55.8252427184466,59.766022380467945
243,MiLaysia FulwileyLSU,G,22,21.0,14.1,5.3,10.6,49.6,0.9,3.1,29.4,2.6,3.4,78.4,3.5,3.6,3.3,1.1,2.2,5,LSU,MiLaysia Fulwiley,54.24528301886793,58.28373015873015
244,CJ WilsonPV,PG,18,34.4,14.1,5.1,13.2,38.2,0.5,2.3,22.0,3.4,5.6,62.0,6.5,2.2,1.7,0.6,3.6,5,PV,CJ Wilson,40.53030303030303,45.007660878447396
245,Reghan GrimesTNTC,G,19,33.3,14.1,4.7,13.2,36.0,1.2,3.7,32.9,3.4,4.2,81.0,6.2,2.7,1.4,0.4,2.7,5,TNTC,Reghan Grimes,40.151515151515156,46.85007974481658
246,Cali SmallwoodUAB,G,20,33.9,14.1,4.9,10.9,45.2,2.9,7.2,40.6,1.4,1.5,93.1,4.0,0.7,0.5,0.2,1.3,5,UAB,Cali Smallwood,58.25688073394496,60.98615916955017
246,Saniya BurksTXST,G,20,28.4,14.1,4.6,12.7,36.2,2.2,6.3,34.1,2.7,3.2,85.7,2.3,1.2,1.5,0.2,2.0,5,TXST,Saniya Burks,44.881889763779526,49.97164729231642
248,Mia JacobsORE,F,23,27.3,14.0,4.3,9.4,45.2,2.1,5.3,39.8,3.4,4.0,84.8,5.5,1.8,1.4,0.4,2.5,5,ORE,Mia Jacobs,56.914893617021264,62.72401433691756
249,Janiah BarkerTENN,F,17,23.6,14.0,4.7,10.2,46.0,1.2,3.7,31.7,3.4,4.8,71.6,6.8,1.2,1.2,1.0,2.4,5,TENN,Janiah Barker,51.9607843137255,56.85510071474984
249,Tierney KelseyINST,G,20,26.7,14.0,4.5,12.9,34.9,1.0,4.4,22.7,4.0,5.3,76.2,2.1,2.3,0.9,0.2,3.0,5,INST,Tierney Kelsey,38.75968992248062,45.95588235294118
249,Clare CoyleFUR,F,21,30.0,14.0,5.8,11.1,52.4,0.0,0.0,0.0,2.4,4.7,50.5,9.2,1.6,2.1,1.1,1.9,6,FUR,Clare Coyle,52.25225225225225,53.1591737545565
252,Paige KohlerBGSU,G,20,34.3,14.0,4.6,13.3,34.6,1.9,7.0,27.1,2.9,3.8,75.0,3.7,3.4,1.4,0.2,2.4,6,BGSU,Paige Kohler,41.72932330827067,46.753940689286665
253,Olivia BradleyUCSB,F,19,27.5,13.9,5.5,11.0,50.2,1.1,3.6,30.9,1.8,2.8,64.2,6.1,1.8,0.7,1.3,2.0,6,UCSB,Olivia Bradley,54.99999999999999,56.81818181818182
254,Cassidy GeddesW&M,G,18,35.1,13.9,5.3,16.1,33.1,1.9,7.9,24.6,1.3,1.8,72.7,3.9,2.4,1.9,0.7,2.3,6,,Cassidy GeddesW&M,38.81987577639751,41.14373668008524
255,Jada WilliamsISU,G,22,28.4,13.9,5.1,12.1,41.9,1.4,4.4,30.9,2.4,3.0,80.0,3.1,7.7,1.0,0.0,3.4,6,ISU,Jada Williams,47.93388429752066,51.78837555886736
255,Jordan LeeTEX,G,22,32.9,13.9,5.1,12.3,41.9,2.0,5.7,34.4,1.7,2.2,77.1,2.2,2.4,1.6,0.6,1.0,6,TEX,Jordan Lee,49.59349593495934,52.38167018390112
257,Anovia ShealsAPSU,G,19,29.3,13.9,5.0,12.4,40.3,0.8,4.1,19.5,3.1,4.2,74.7,5.5,2.2,1.4,0.2,2.8,6,APSU,Anovia Sheals,43.54838709677419,48.778775968556985
258,Tessa JohnsonSC,G,22,28.6,13.9,5.0,10.3,48.9,2.6,5.6,46.0,1.2,1.5,78.8,3.6,2.7,0.5,0.3,1.3,6,SC,Tessa Johnson,61.165048543689316,63.412408759124084
259,Destinee HooksUNM,G,21,24.1,13.9,5.0,12.0,41.7,1.5,4.6,32.3,2.4,3.5,68.5,3.5,1.1,1.1,0.1,2.5,6,UNM,Destinee Hooks,47.91666666666667,51.32939438700148
260,Zay DyerTROY,F,21,29.3,13.8,5.5,13.1,42.0,0.5,2.1,25.0,2.2,3.7,60.3,12.2,2.0,1.2,1.5,2.1,6,TROY,Zay Dyer,43.89312977099237,46.84953829440522
260,Harmanie DominguezSFA,G,21,31.6,13.8,4.5,11.3,40.1,3.0,8.1,37.4,1.7,2.3,75.0,4.4,2.5,1.3,0.3,2.0,6,SFA,Harmanie Dominguez,53.09734513274336,56.042884990253405
262,Madina OkotSC,C,22,23.5,13.8,5.9,9.8,59.7,0.1,0.4,33.3,1.9,2.9,65.6,10.3,1.0,1.5,1.5,2.4,6,SC,Madina Okot,60.71428571428571,62.29685807150596
262,Grace OliverWAKE,F,22,30.8,13.8,5.8,9.6,59.9,1.1,2.7,40.0,1.1,1.5,73.5,5.8,1.5,1.2,0.5,1.8,6,WAKE,Grace Oliver,66.14583333333334,67.2514619883041
264,Jasha ClintonNORF,G,21,33.2,13.8,5.4,12.1,44.3,0.6,2.4,24.0,2.4,3.2,76.1,3.8,3.8,3.4,0.3,3.9,6,NORF,Jasha Clinton,47.10743801652893,51.08084098312112
264,Ava UhrichSUU,F,21,29.3,13.8,5.3,11.7,45.1,0.7,2.9,25.0,2.5,3.3,74.3,10.2,2.4,0.7,0.4,2.2,6,SUU,Ava Uhrich,48.29059829059829,52.463503649635044
264,Winner BartholomewPAC,F,21,24.5,13.8,5.6,11.9,46.8,0.0,0.1,33.3,2.6,3.3,77.1,5.5,1.0,0.6,0.0,1.9,6,PAC,Winner Bartholomew,47.05882352941176,51.67765128819652
267,Christeen IwualaMISS,F,20,27.4,13.8,5.6,9.5,58.7,0.0,0.0,0.0,2.7,3.9,67.9,8.2,1.3,1.1,0.6,2.2,6,MISS,Christeen Iwuala,58.94736842105262,61.51925820256777
267,Hilary FullerBEL,F,20,20.4,13.8,5.2,12.8,40.4,0.7,2.3,28.9,2.8,4.0,70.9,4.6,1.0,1.0,1.4,3.0,6,BEL,Hilary Fuller,43.35937499999999,47.39010989010989
269,Peyton HillEMU,PG,19,32.7,13.7,4.4,9.7,45.1,1.2,3.2,37.7,3.8,4.6,81.8,3.5,2.2,1.2,0.5,2.4,6,EMU,Peyton Hill,51.54639175257733,58.427157966564316
270,Liz FreihoferEKU,G,22,35.4,13.7,4.5,10.6,42.3,2.4,5.9,40.3,2.4,2.8,85.2,6.9,2.7,1.0,0.8,1.3,6,EKU,Liz Freihofer,53.77358490566038,57.89384719405004
271,Grace GrocholskiMINN,G,21,32.4,13.7,5.2,10.0,51.7,2.5,5.3,47.7,0.8,1.0,77.3,4.9,2.6,0.8,0.2,1.3,6,MINN,Grace Grocholski,64.5,65.61302681992338
272,Haleigh TimmerOKST,G,22,29.5,13.7,4.7,9.0,52.0,2.6,5.8,44.5,1.7,2.0,86.4,3.3,2.0,1.5,0.5,1.2,6,OKST,Haleigh Timmer,66.66666666666666,69.331983805668
272,Alyssa SandSTMN,F,22,31.3,13.7,5.1,10.6,48.1,0.4,1.5,28.1,3.1,4.9,63.6,7.8,1.8,2.3,1.5,3.0,6,STMN,Alyssa Sand,50.0,53.70021950454687
274,Gianna KneepkensUCLA,G,21,28.0,13.7,5.0,9.5,52.8,2.6,5.5,47.0,1.1,1.1,95.8,3.4,3.3,1.2,0.1,1.1,6,UCLA,Gianna Kneepkens,66.3157894736842,68.60977564102564
275,Me'Arah O'NealFLA,G,23,25.0,13.7,4.4,8.6,51.8,0.9,2.8,32.3,3.9,5.2,74.2,6.7,1.3,1.4,1.5,1.7,6,FLA,Me'Arah O'Neal,56.39534883720931,62.91329904481998
276,Molly HeardLIP,G,20,29.7,13.7,4.7,11.2,41.5,1.1,4.2,26.5,3.3,4.7,69.9,5.2,2.5,2.4,0.5,3.5,6,LIP,Molly Heard,46.87500000000001,51.62797708772988
277,Gretchen DolanILL,G,17,30.7,13.6,5.0,12.6,39.5,0.9,3.6,24.6,2.8,3.1,88.7,3.6,2.9,1.2,0.4,1.6,6,ILL,Gretchen Dolan,43.25396825396825,48.696648524778
278,Chance GrayOSU,G,22,29.3,13.6,5.0,11.3,44.6,2.0,5.6,35.5,1.5,1.9,81.0,2.7,2.7,0.7,0.0,1.8,6,OSU,Chance Gray,53.09734513274336,56.031641397495044
279,Fadima TallPRIN,G,16,29.3,13.6,4.5,10.1,44.4,1.5,3.8,39.3,3.1,3.8,83.3,7.8,2.1,2.2,0.2,1.8,6,PRIN,Fadima Tall,51.98019801980198,57.76418620455317
280,Colbi MaplesCLE,G,21,29.3,13.6,4.2,11.6,36.2,1.9,6.2,30.5,3.3,4.4,75.3,1.4,1.9,1.6,0.0,2.3,6,CLE,Colbi Maples,44.396551724137936,50.23640661938534
281,Ava ZedikerCREI,G,18,32.1,13.6,4.2,10.5,39.7,1.0,2.8,36.0,4.3,4.8,89.5,4.9,3.3,1.3,0.2,2.6,6,CREI,Ava Zediker,44.761904761904766,53.916904535363145
282,Lucia YenesNMSU,F,20,30.3,13.6,5.4,12.3,43.9,0.4,1.5,27.6,2.4,3.2,73.4,6.1,1.6,1.7,0.9,3.1,6,NMSU,Lucia Yenes,45.52845528455285,49.60606944849722
282,Kennedy HarrisGMU,G,20,33.4,13.6,4.9,13.3,37.0,2.1,5.6,37.8,1.7,2.4,68.8,2.7,2.5,1.9,0.2,2.0,6,GMU,Kennedy Harris,44.73684210526316,47.36695458344942
282,Syla SwordsMICH,G,20,31.3,13.6,4.9,12.1,40.1,2.4,6.6,35.9,1.5,2.1,71.4,4.1,2.7,1.9,0.3,2.0,6,MICH,Syla Swords,50.41322314049588,52.21130221130221
285,Carleigh WenzelVT,G,22,29.4,13.5,4.3,12.4,34.6,1.9,5.6,34.1,3.1,4.1,74.7,3.4,3.6,1.1,0.5,3.0,6,VT,Carleigh Wenzel,42.33870967741936,47.521824838073776
285,Lenée BeaumontIU,G,22,33.8,13.5,4.7,10.6,44.0,1.6,4.0,40.4,2.5,3.0,86.2,4.6,3.0,0.8,0.0,2.6,6,IU,Lenée Beaumont,51.886792452830186,56.62751677852349
287,Mariana ValenzuelaHALL,F,21,29.8,13.5,5.2,10.3,50.7,1.8,4.4,40.2,1.3,2.0,62.8,7.4,1.2,1.0,0.8,2.1,6,HALL,Mariana Valenzuela,59.22330097087378,60.37567084078711
287,Jaini EdmondsUML,G,21,31.0,13.5,5.0,12.6,39.8,1.8,5.8,30.3,1.8,2.3,77.1,3.3,2.7,0.9,0.3,2.9,6,UML,Jaini Edmonds,46.82539682539683,49.58859829562151
287,Kyra GardnerIDHO,G,21,27.7,13.5,5.1,12.4,41.5,2.0,6.1,33.6,1.2,1.9,62.5,7.0,1.9,2.5,1.0,1.7,6,IDHO,Kyra Gardner,49.19354838709677,50.99728014505893
290,Jada LeonardCLE,G,23,33.3,13.5,4.5,11.9,38.1,1.2,4.3,28.3,3.3,4.0,81.5,2.2,3.3,3.0,0.0,3.1,6,CLE,Jada Leonard,42.857142857142854,49.41434846266471
291,Isabellah MiddletonIONA,G,22,29.9,13.5,5.2,13.0,40.0,0.7,2.5,29.6,2.4,3.5,68.8,6.7,1.9,2.1,0.2,2.0,6,IONA,Isabellah Middleton,42.69230769230769,46.423658872077034
291,Neenah GeorgeUNCO,G,22,28.8,13.5,4.7,11.5,41.1,1.0,3.4,29.7,3.0,4.0,75.3,3.0,3.0,1.3,0.0,3.0,6,UNCO,Neenah George,45.21739130434783,50.90497737556561
291,Gianna CorbittUTC,F,18,27.1,13.5,4.8,10.1,47.5,1.7,4.3,40.3,2.2,2.6,85.1,8.2,0.9,1.9,0.6,2.1,6,UTC,Gianna Corbitt,55.94059405940593,60.032017075773744
294,Jakayla JohnsonUSM,G,21,25.5,13.5,4.6,9.7,47.8,1.3,3.3,40.6,2.9,3.6,80.3,3.9,1.9,1.3,0.0,2.4,6,USM,Jakayla Johnson,54.12371134020619,59.8192130450195
294,Hope HassmannIDHO,G,21,28.0,13.5,4.6,12.2,37.5,1.4,4.1,34.5,2.9,3.6,81.3,3.6,4.0,1.2,0.0,2.5,6,IDHO,Hope Hassmann,43.442622950819676,48.96982008125363
296,Bailey TabelingOHIO,G,19,30.1,13.5,4.4,11.2,39.2,2.3,7.4,30.7,2.5,3.3,74.6,3.9,3.1,2.3,0.5,2.1,6,OHIO,Bailey Tabeling,49.55357142857144,53.3512488144167
